chanel_name,yt_url,subscribers,check_date,released_date,is_posted_in_date_range,shorts_name,description,likes,views,short_url,thumbnail_link
SBS,https://www.youtube.com/channel/UCcOYEm78CpaZQvPE6LtoSeA,5590000,24-08-2024,Aug 24 2024,Yes,[선공개] 자비 없는 귀여움으로 심장에 융단 폭격 가하는 국대즈🏋️‍♀️🥋🤺 #Shorts | 런닝맨 | SBS,"#오상욱 #박상원 #박혜정 #김민종 #김하윤
#유재석 #지석진 #김종국 #하하 #송지효 #양세찬 #지예은
#SBS일요예능 #일요예능 #런닝맨 #RunningMan 

SBS '런닝맨' 
☞ [일] 오후 6시

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",49,"1,001",https://www.youtube.com/shorts/YVF4HlCEV3c,https://i.ytimg.com/vi/YVF4HlCEV3c/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLA0pv5iciGOu8_yHe9slndKLkjWgg
SBS,https://www.youtube.com/channel/UCcOYEm78CpaZQvPE6LtoSeA,5590000,24-08-2024,Aug 24 2024,Yes,“말도 안 돼..” 최사라의 임신 사실을 부정하는 김지상 #shorts | 굿파트너 | SBS,"불륜녀의 폭탄 발언, 나 임신 했어
#장나라 #남지현 #김준한 #표지훈 #지승현 #한재이
#SBS금토드라마 #굿파트너 #Goodpartner 
#휴먼 #법정 #오피스 #워맨스 #이혼 #이혼전문변호사

SBS 금토드라마 '굿파트너'
☞ [금,토] 밤 10시

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",573,"53,927",https://www.youtube.com/shorts/hl-AEG1nBYc,https://i.ytimg.com/vi/hl-AEG1nBYc/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDIV7O1QANmj9ZoyWVYdPmRrfZAyw
SBS,https://www.youtube.com/channel/UCcOYEm78CpaZQvPE6LtoSeA,5590000,24-08-2024,Aug 24 2024,Yes,⚠️혈압 주의⚠️ 딸이 보는 앞에서 딴 여자랑 바람피운 아빠 #shorts | 굿파트너 | SBS,"자고 있는 딸 몰래 불륜녀랑 키스하는 미X놈
#장나라 #남지현 #김준한 #표지훈 #지승현 #한재이
#SBS금토드라마 #굿파트너 #Goodpartner 
#휴먼 #법정 #오피스 #워맨스 #이혼 #이혼전문변호사

SBS 금토드라마 '굿파트너'
☞ [금,토] 밤 10시

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",111,"4,347",https://www.youtube.com/shorts/UiUqhB8Z9Yw,https://i.ytimg.com/vi/UiUqhB8Z9Yw/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLD-OrECQyyqDIllmluE30KMoikx4A
SBS,https://www.youtube.com/channel/UCcOYEm78CpaZQvPE6LtoSeA,5590000,24-08-2024,Aug 24 2024,Yes,[8회 엔딩] 이복 동생이 생긴 걸 알게 된 재희..! 그 사실을 듣고 이성을 잃어버린 은경🤬 #Shorts | 굿파트너 | SBS,"이혼이 ‘천직’인 스타 변호사 차은경과 이혼은 ‘처음’인 신입 변호사 한유리의 차갑고 뜨거운 휴먼 법정 오피스 드라마
#장나라 #남지현 #김준한 #표지훈 #지승현 #한재이 #엔딩 #8회엔딩
#SBS금토드라마 #굿파트너 #Goodpartner 
#휴먼 #법정 #오피스 #워맨스 #이혼 #이혼전문변호사

SBS 금토드라마 '굿파트너'
☞ [금,토] 밤 10시

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",733,"34,892",https://www.youtube.com/shorts/0zbptHPjbFU,https://i.ytimg.com/vi/0zbptHPjbFU/oar2.jpg?sqp=-oaymwEdCNAFENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDshX8nKVeYDx2zf5MSxDjLdil9rg
엠뚜루마뚜루 : MBC 공식 종합 채널,https://www.youtube.com/channel/UCiwQRG2sCcfjKkgxMEdJGPg,2540000,24-08-2024,Aug 24 2024,Yes,너무 늦게 찾아서 미안해 #백설공주에게죽음을 #shorts,#백설공주에게죽음을 #snowwhitemustdie #MBC #Blackout #변요한 #고준 #고보결 #김보라,12,"1,399",https://www.youtube.com/shorts/Kj0i9CLyFdg,https://i.ytimg.com/vi/Kj0i9CLyFdg/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLA4RUoDdrLntia45wpxSkhN5Ear3g
엠뚜루마뚜루 : MBC 공식 종합 채널,https://www.youtube.com/channel/UCiwQRG2sCcfjKkgxMEdJGPg,2540000,24-08-2024,Aug 24 2024,Yes,상사 퇴근 시키고 싶을 땐 고준처럼 #백설공주에게죽음을 #shorts,#백설공주에게죽음을 #snowwhitemustdie #MBC #Blackout #변요한 #고준 #고보결 #김보라,13,727,https://www.youtube.com/shorts/TJFw75a33gM,https://i.ytimg.com/vi/TJFw75a33gM/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDyjz1eNuugSNiLcYDelsC70ZstSA
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,괴팍한청년. #선넘은패밀리,"#shorts #선넘은패밀리 #오스트리아 #빈 #베토벤

국제가족들의 생생한 일상! [선넘은 패밀리]
매주 금요일 밤 9시 40분 방송",23,"4,448",https://www.youtube.com/shorts/bTQ1CjhpAEE,https://i.ytimg.com/vi/bTQ1CjhpAEE/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBGRNAepE-1XWj8OYfp76Ghjxi3CQ
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,호모 사피엔스의 흔적 ㄷㄷ #선넘은패밀리,"#shorts #선넘은패밀리 #프랑스 #남프랑스

국제가족들의 생생한 일상! [선넘은 패밀리]
매주 금요일 밤 9시 40분 방송",23,"2,130",https://www.youtube.com/shorts/LrroHquG62M,https://i.ytimg.com/vi/LrroHquG62M/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAJVvUlE9DfVFzMBMG9-SxX8-AeZg
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,청력을 잃고 '합창'을 얻다 #선넘은패밀리,"#shorts #선넘은패밀리 #오스트리아 #빈 #베토벤

국제가족들의 생생한 일상! [선넘은 패밀리]
매주 금요일 밤 9시 40분 방송",20,"1,754",https://www.youtube.com/shorts/LBMzhJZ0aHA,https://i.ytimg.com/vi/LBMzhJZ0aHA/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCcUDZhqiLUrgH_uyp_dNwvgWRnWA
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,무려 60도? 🥵 #선넘은패밀리,"#shorts #선넘은패밀리 #프랑스 #남프랑스

국제가족들의 생생한 일상! [선넘은 패밀리]
매주 금요일 밤 9시 40분 방송",28,"4,943",https://www.youtube.com/shorts/L5SOk0GJXaU,https://i.ytimg.com/vi/L5SOk0GJXaU/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLD11UKyixaHoNsKLAOqVL4tSEQqOA
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,시나몬 맛 아니었어? #선넘은패밀리,"#shorts #선넘은패밀리 #스페인 #세비야

국제가족들의 생생한 일상! [선넘은 패밀리]
매주 금요일 밤 9시 40분 방송",37,"6,939",https://www.youtube.com/shorts/2FQP7JlG6oc,https://i.ytimg.com/vi/2FQP7JlG6oc/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAxVrDTJn8aEl6M-8GaUKqf9g5djw
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,문자로 전하는 진심.. #금쪽같은내새끼,"#shorts #금쪽이 #속마음

금쪽같은 내새끼를 위해
가족이 변하는 리얼 메이크오버 쇼!
[요즘육아 금쪽같은 내새끼] 매주 금요일 밤 8시 10분 방송",169,"18,972",https://www.youtube.com/shorts/FCiJWGMbk1g,https://i.ytimg.com/vi/FCiJWGMbk1g/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDUK9jgEZOLvF7LzOzJ1bNsR_S6lA
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,금쪽이를 향한 '다정한 강요' #금쪽같은내새끼,"#shorts #금쪽이 #강요

금쪽같은 내새끼를 위해
가족이 변하는 리얼 메이크오버 쇼!
[요즘육아 금쪽같은 내새끼] 매주 금요일 밤 8시 10분 방송",322,"32,146",https://www.youtube.com/shorts/vLwD3Tt-xsI,https://i.ytimg.com/vi/vLwD3Tt-xsI/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCmPPBAW7vek4lp9XvzAy7tW3H_gg
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,건강염려증 엄마;; #금쪽같은내새끼,"#shorts #금쪽이 #건강염려증

금쪽같은 내새끼를 위해
가족이 변하는 리얼 메이크오버 쇼!
[요즘육아 금쪽같은 내새끼] 매주 금요일 밤 8시 10분 방송",337,"27,940",https://www.youtube.com/shorts/4bH7knY_pWI,https://i.ytimg.com/vi/4bH7knY_pWI/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCdFsBEwQ6gqjwz0nmDJoTdnM3HvA
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,수치심 느끼는 금쪽이 #금쪽같은내새끼,"#shorts #금쪽이 #수치심

금쪽같은 내새끼를 위해
가족이 변하는 리얼 메이크오버 쇼!
[요즘육아 금쪽같은 내새끼] 매주 금요일 밤 8시 10분 방송",137,"12,187",https://www.youtube.com/shorts/VvQVl8GYDsk,https://i.ytimg.com/vi/VvQVl8GYDsk/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAksJiqq6P_AMLq1Ww9SnatMxzRhg
play 채널A,https://www.youtube.com/channel/UCaZS_XwAu1yBMNoQDD1mR7g,2970000,24-08-2024,Aug 24 2024,Yes,숨어있는 금쪽이 #금쪽같은내새끼,"#shorts #금쪽이 #선택적함구증

금쪽같은 내새끼를 위해
가족이 변하는 리얼 메이크오버 쇼!
[요즘육아 금쪽같은 내새끼] 매주 금요일 밤 8시 10분 방송",400,"45,302",https://www.youtube.com/shorts/JI-kQp6oxx0,https://i.ytimg.com/vi/JI-kQp6oxx0/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBYOW5DLYa_uytirnmSYwXfHUXwYw
허팝Heopop,https://www.youtube.com/channel/UCk6bX-MZXdte_7kG8TbMkqg,4260000,24-08-2024,Aug 17 2024,Yes,음식 뺏어 먹는 벌에게 복수하기,구독 좋아요 감사합니다,7.2K,"282,704",https://www.youtube.com/shorts/otNKLrO2CEs,https://i.ytimg.com/vi/otNKLrO2CEs/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDbALxe64v1OmiFAUXVmJ6Z5nLw4A
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,설정부터 신선한 혐관 로맨스❤️‍🔥 #손해보기싫어서,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

A : 지금 이대로 손해보면서 살기 
B : 가짜 결혼으로 복지 누리며 살기

그래 결심했어!✅

B를 선택한 신민아X김영대의
손익제로 로맨스 〈손해보기싫어서〉🧮

tvN X TVING 오리지널 드라마 {손해 보기 싫어서}
8/26[월] 저녁 8시 50분 첫 방송

#tvN_TVING_오리지널_드라마
#손해보기싫어서 #신민아 #김영대 #이상이 #한지현

#티빙에서스트리밍",13,498,https://www.youtube.com/shorts/D1oown-2X7k,https://i.ytimg.com/vi/D1oown-2X7k/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBRK3W5Ph09WvU8M32HnQl__4PIKQ
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,"케미 맛집, 관계성 맛집 드라마 #손해보기싫어서","티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

A : 지금 이대로 손해보면서 살기 
B : 가짜 결혼으로 복지 누리며 살기

그래 결심했어!✅

B를 선택한 신민아X김영대의
손익제로 로맨스 〈손해보기싫어서〉🧮

tvN X TVING 오리지널 드라마 {손해 보기 싫어서}
8/26[월] 저녁 8시 50분 첫 방송

#tvN_TVING_오리지널_드라마
#손해보기싫어서 #신민아 #김영대 #이상이 #한지현

#티빙에서스트리밍",7,496,https://www.youtube.com/shorts/A-vwOd7JYOo,https://i.ytimg.com/vi/A-vwOd7JYOo/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLB22F-iJ8oqUqGIY1wAh4dsj9uzLQ
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,본체가 더 귀여운 신민아X김영대 티저 비하인드 #손해보기싫어서,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

A : 지금 이대로 손해보면서 살기 
B : 가짜 결혼으로 복지 누리며 살기

그래 결심했어!✅

B를 선택한 신민아X김영대의
손익제로 로맨스 〈손해보기싫어서〉🧮

tvN X TVING 오리지널 드라마 {손해 보기 싫어서}
8/26[월] 저녁 8시 50분 첫 방송

#tvN_TVING_오리지널_드라마
#손해보기싫어서 #신민아 #김영대 #이상이 #한지현

#티빙에서스트리밍",28,"2,620",https://www.youtube.com/shorts/aJgPddZX0N4,https://i.ytimg.com/vi/aJgPddZX0N4/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBA6aAeXnNCBAUt9BEAXdoU5z2_YQ
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,[3화 선공개] 34살 친구 둘이 티격태격 싸우는 법 ㅋㅋ #엄마친구아들,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

#엄마친구아들 #정해인 #정소민 #김지은 #윤지온

⚠경고 메시지⚠

재부팅 시, 흑역사와 재회할 수도 있습니다.
그래도 활성화하시겠습니까?

그 시절 소꿉친구와 다시 만나며
시작되는 정해인X정소민의 찐친 로코🥰

tvN 〈엄마친구아들〉
[토일] 밤 9시 20분 방송

#티빙에서스트리밍",112,"8,735",https://www.youtube.com/shorts/PL-MKFtifAE,https://i.ytimg.com/vi/PL-MKFtifAE/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCt8GmB5LjOHWkQho9BX9OZ3DiUCA
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,차태현 닮은 식당 직원 (본인입니다) #언니네산지직송,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

“얘들아~ 밥 먹자🍚”
↳ 언니… 이거 4인분 맞아요😲?
요리천재 염정아의 싱싱한 어촌 밥상 레시피 대공개!
〈언니네 산지직송〉 매주 [목] 저녁 8시 40분 tvN

we’re :DIGGLE family

#티빙에서스트리밍",233,"18,561",https://www.youtube.com/shorts/dypgEvGV_HA,https://i.ytimg.com/vi/dypgEvGV_HA/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLD0UfkgU8ac7_dWkpl6ogK-YVnoAQ
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,안은진X덱스 데이트? 어림도 없음 #언니네산지직송,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

“얘들아~ 밥 먹자🍚”
↳ 언니… 이거 4인분 맞아요😲?
요리천재 염정아의 싱싱한 어촌 밥상 레시피 대공개!
〈언니네 산지직송〉 매주 [목] 저녁 8시 40분 tvN

we’re :DIGGLE family

#티빙에서스트리밍",2.1K,"95,436",https://www.youtube.com/shorts/ZujD7TNbQYw,https://i.ytimg.com/vi/ZujD7TNbQYw/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBot3JDYcIULlMcDG8IOCeOKvMe2Q
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,덱스가 끓인 환상적인 짜장라면 #언니네산지직송,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

“얘들아~ 밥 먹자🍚”
↳ 언니… 이거 4인분 맞아요😲?
요리천재 염정아의 싱싱한 어촌 밥상 레시피 대공개!
〈언니네 산지직송〉 매주 [목] 저녁 8시 40분 tvN

we’re :DIGGLE family

#티빙에서스트리밍",293,"12,593",https://www.youtube.com/shorts/XlULa9ADVXY,https://i.ytimg.com/vi/XlULa9ADVXY/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBEI5A7H_q1iI-skyD4WQK6AUXh0A
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,애틋한 F 안은진 단호한 T 염정아 #언니네산지직송,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

“얘들아~ 밥 먹자🍚”
↳ 언니… 이거 4인분 맞아요😲?
요리천재 염정아의 싱싱한 어촌 밥상 레시피 대공개!
〈언니네 산지직송〉 매주 [목] 저녁 8시 40분 tvN

we’re :DIGGLE family

#티빙에서스트리밍",105,"8,768",https://www.youtube.com/shorts/EUs71bwqTfM,https://i.ytimg.com/vi/EUs71bwqTfM/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCUxsq7zjoR-7IbH9B1V-ISJ5hP_g
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,배려심 넘치는 오빠(ㅋㅋ) 덱스 #언니네산지직송,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

“얘들아~ 밥 먹자🍚”
↳ 언니… 이거 4인분 맞아요😲?
요리천재 염정아의 싱싱한 어촌 밥상 레시피 대공개!
〈언니네 산지직송〉 매주 [목] 저녁 8시 40분 tvN

we’re :DIGGLE family

#티빙에서스트리밍",2.1K,"135,564",https://www.youtube.com/shorts/FvEJ4Nja3w4,https://i.ytimg.com/vi/FvEJ4Nja3w4/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLB4RxAClIe5Ld0L-Yd5Np1BA_iHBw
샾잉 #ing,https://www.youtube.com/channel/UCwNVDlUgdBlmVWRPy4Nk0Dw,1400000,24-08-2024,Aug 24 2024,Yes,지X견이 어떻게 아기 고양이? #손해보기싫어서,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

A : 지금 이대로 손해보면서 살기 
B : 가짜 결혼으로 복지 누리며 살기

그래 결심했어!✅

B를 선택한 신민아X김영대의
손익제로 로맨스 〈손해보기싫어서〉🧮

tvN X TVING 오리지널 드라마 {손해 보기 싫어서}
8/26[월] 저녁 8시 50분 첫 방송

#tvN_TVING_오리지널_드라마
#손해보기싫어서 #신민아 #김영대 #이상이 #한지현

#티빙에서스트리밍",8,872,https://www.youtube.com/shorts/tOfkJEdLBgc,https://i.ytimg.com/vi/tOfkJEdLBgc/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAzhlCUzVdeZIJhuwz81jfxRuMkLw
조이밤 Joy_Bamm,https://www.youtube.com/channel/UC2p1nohpGOnK7u_3JgDpvog,8160000,24-08-2024,Aug 24 2024,Yes,😍Inside Out Keychain Squishy DIY with Nano Tape! #part2,😍Inside Out Keychain Squishy DIY with Nano Tape! #part2,2.1K,"100,675",https://www.youtube.com/shorts/t1ivT7nVCBM,https://i.ytimg.com/vi/t1ivT7nVCBM/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAuBwaDPbyWVYPM66lBZ5vOGDW9RQ
옐언니,https://www.youtube.com/channel/UCpPXYy0WNbwDZ0npS414sEQ,4360000,24-08-2024,Aug 24 2024,Yes,61화)드디어 입을 여는 한수지 잼민이들은 결국.. #잼민의사랑,61화)드디어 입을 여는 한수지 잼민이들은 결국.. #잼민의사랑,10K,"219,668",https://www.youtube.com/shorts/PGFpqkM9zp8,https://i.ytimg.com/vi/PGFpqkM9zp8/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCwVQ5pKON-4JTzxkw5yXSIJLQ2Kg
ITZY,https://www.youtube.com/channel/UCDhM2k2Cua-JdobAh5moMFg,9250000,24-08-2024,Aug 24 2024,Yes,ⒶⓅⓅⓁⒺ🍎 #ITZY #MIDZY #RYUJIN #류진,ⒶⓅⓅⓁⒺ🍎 #ITZY #MIDZY #RYUJIN #류진,36K,"172,658",https://www.youtube.com/shorts/9i9K7ipFdyg,https://i.ytimg.com/vi/9i9K7ipFdyg/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAWU_bpM3aFvlyqZkzpBMgn1x8hNg
유라야놀자(Let's play YURA),https://www.youtube.com/channel/UCx8IhwapX8E7uooFYJIeVZw,2180000,24-08-2024,Aug 24 2024,Yes,킨조젤리를 찾아라 챌린지!! 못 찾았지~ #먹방 #킨조젤리 #젤리,킨조젤리는 과연 어디에 있을까요? 숨겨진 종이컵을 더블클릭해보세요~,N/A,"10,646",https://www.youtube.com/shorts/zN_2j78jKuA,https://i.ytimg.com/vi/zN_2j78jKuA/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBvPkx_Q4K8dxbvwucNKv3SUI6LtQ
MBN Entertainment,https://www.youtube.com/channel/UCYyLIlOJyqkAFKlVjzX5img,2540000,24-08-2024,Aug 24 2024,Yes,시간이 지나도 여전한 막말 퍼붓는 고민환｜#바로보는한번쯤이혼할결심,☞ MBN Entertainment 구독하기 : https://www.youtube.com/c/MBN_Entertainment,1.1K,"47,641",https://www.youtube.com/shorts/RLiOeZqznOA,https://i.ytimg.com/vi/RLiOeZqznOA/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBZV001EYTaWoM01qEiY1iMMmlqrA
MBN Entertainment,https://www.youtube.com/channel/UCYyLIlOJyqkAFKlVjzX5img,2540000,24-08-2024,Aug 24 2024,Yes,너만 희생해? 온 가족 너 뒷바라지하는 거 모르니?｜#바로보는나쁜기억지우개,☞ MBN Entertainment 구독하기 : https://www.youtube.com/c/MBN_Entertainment,78,"9,765",https://www.youtube.com/shorts/BJN4OxOlmoM,https://i.ytimg.com/vi/BJN4OxOlmoM/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAbD5f3ZoCT4-IMqyjS8QktZ8oZEQ
BBACKENT - SBS OLD ENTERTAINMENT,https://www.youtube.com/channel/UCvRIeQeTZDHRcqVZRu0XBug,1610000,24-08-2024,Aug 24 2024,Yes,딸은 아빠 닮는다더니 #순풍산부인과,"#즐숏 #빽능 #순풍 #순풍산부인과 #미달이 #정배 #의찬이 #오지명 #선우용녀 #박영규 #박미선 #송혜교 #레전드 #시트콤 #쇼츠 #편집자반금

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",110,"18,405",https://www.youtube.com/shorts/hc5HYTSVpCM,https://i.ytimg.com/vi/hc5HYTSVpCM/oar2.jpg?sqp=-oaymwEdCJgDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAe6sOc06rAZwwjLv4jS8XOMRPcWA
BBACKENT - SBS OLD ENTERTAINMENT,https://www.youtube.com/channel/UCvRIeQeTZDHRcqVZRu0XBug,1610000,24-08-2024,Aug 24 2024,Yes,혜리가 말아주는 썸머쏭 #혜리 #인기가요,"#혜리 #걸스데이 #또보능 #인기가요 
#즐숏 #shorts #편집자_두콩

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",24,"2,912",https://www.youtube.com/shorts/7EsppDzRTbo,https://i.ytimg.com/vi/7EsppDzRTbo/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCHtYmLbuFUSJDL-mJ1twd8eYf9LA
KBS Drama Classic,https://www.youtube.com/channel/UCn0nlepACCBD6rxj-GUwn5A,1910000,24-08-2024,Aug 24 2024,Yes,[#대왕세종] 어딜 가는 길인가?ㅣKBS 방송,"[#대왕세종] 어딜 가는 길인가?ㅣKBS 방송

💞대왕세종 26화💞

채널에 가입하여 혜택을 누려보세요.
https://www.youtube.com/channel/UCn0nlepACCBD6rxj-GUwn5A/join

Copyright ⓒ KBS. All rights reserved. 무단 전재, 재배포 및 이용(AI학습 포함) 금지",9,184,https://www.youtube.com/shorts/GBR0Jj3geW4,https://i.ytimg.com/vi/GBR0Jj3geW4/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCbkPNxz5acjDwrOCsJLgdIZAQhjg
