chanel_name,yt_url,subscribers,check_date,released_date,is_posted_in_date_range,shorts_name,description,likes,views,short_url
레알예능 스브스,https://www.youtube.com/channel/UCy-swBYpRZx7KW11FStjTgw,753K,16-05-2024,May 16 2024,Yes,[#화제의1분] 난 그게 불만이야! #shorts,"#화제의1분 #돌싱포맨 #매주화요일본방사수
Ep.137
#신발벗고돌싱포맨 #shorts #탁재훈 #임원희 #이상민 #김준호 #장혁 #홍경민
☞ 매주 화요일 오후 09:00","56
","16,033
",https://www.youtube.com/shorts/HaghyN6ihZ8
레알예능 스브스,https://www.youtube.com/channel/UCy-swBYpRZx7KW11FStjTgw,753K,16-05-2024,May 14 2024,Yes,[#화제의 1분] 맞춤형 서비스 #shorts,"Ep.341
#화제의_1분 #동상이몽 #You_are_My_Destiny #매주월요일본방사수 #오정태 #백아영 #동상이몽_오정태_백아영
☞ 매주 월요일 오후 10:10","86
","13,259
",https://www.youtube.com/shorts/F1buWLKFlME
레알예능 스브스,https://www.youtube.com/channel/UCy-swBYpRZx7KW11FStjTgw,753K,16-05-2024,May 13 2024,Yes,[#화제의 1분] 새로운 프로포즈 방법💍 #shorts,"#화제의1분_미우새 #매주일요일본방사수
Ep.393
#미운우리새끼 #MyLittleOldBoy #미우새 #김승수 #양정아
☞ 매주 일요일 오후 09:05","148
","12,314
",https://www.youtube.com/shorts/A_EOUzYWmdA
Mani Land * 마니랜드 *,https://www.youtube.com/channel/UCfohWjeXlKpfax1SWznOyGg,412K,16-05-2024,May 16 2024,Yes,역대급 동숲 제일복권 1등상!!!🥹💖💖💖,,"615
","2,293
",https://www.youtube.com/shorts/9TCCWASf8fQ
Mani Land * 마니랜드 *,https://www.youtube.com/channel/UCfohWjeXlKpfax1SWznOyGg,412K,16-05-2024,May 13 2024,Yes,뭘 만들어도 포근해보이는 스윗홈🏠💚,,"10K
","224,696
",https://www.youtube.com/shorts/tR56uJeKKZM
Mani Land * 마니랜드 *,https://www.youtube.com/channel/UCfohWjeXlKpfax1SWznOyGg,412K,16-05-2024,May 11 2024,Yes,드디어 확실히 밝혀지는 수세미의 정체😎🍀,,"10K
","256,956
",https://www.youtube.com/shorts/PGY25F0GSJQ
지니키즈 Genikids (인기 동요・동화),https://www.youtube.com/channel/UC-8xPSlb0xDYqSuIWcdcPAQ,1.77M,16-05-2024,May 14 2024,Yes,스승의 날 l 선생님 사랑해요 l #사랑 #인기동요 #shorts #shortsvideo,"지니키즈 동요・동화 애니메이션을 만날 수 있는 방법!
지금 바로 [구독] 버튼을 눌러주세요!

♥구독♥ 지니키즈 동요동화 구독하기
https://www.youtube.com/Genikids","69
","2,779
",https://www.youtube.com/shorts/LIyLO8ia5k0
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 16 2024,Yes,40년 꿇은 예고동기 처음봐? 댄스천재 11살 #임지민 #국민가수,,"251
","399
",https://www.youtube.com/shorts/yNEZo615DRM
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 15 2024,Yes,방송국에서도 #전화받어 챌린지 열풍!! 최성국 박수림 김한석,"방송국에서 저와 함께 전화받어 챌린지를 해주셨네요. 

너무 감격입니다 감사합니다!","2.5K
","121,296
",https://www.youtube.com/shorts/e_SVyECszDY
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 14 2024,Yes,못만난지 두달째인 우리 남편 보신분 계신가요..?,#tiktok #viral #trending,"2.5K
","88,484
",https://www.youtube.com/shorts/HXJLBuJ7Fis
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 14 2024,Yes,평생 못가니까 더 열심히 살아야죠☺️,#tiktok #viral #trending,"2.4K
","118,152
",https://www.youtube.com/shorts/WiqTOY9vlf4
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 14 2024,Yes,can you believe she is 53 years old??,#trending #viral #kpop #mina,"6.2K
","415,393
",https://www.youtube.com/shorts/BLpT0bULO9c
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 13 2024,Yes,they are 40 years younger than me!,,"5.6K
","281,237
",https://www.youtube.com/shorts/SyYTqpQYc78
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 12 2024,Yes,dancing with world number 1 popin champion!,#tiktok #viral #trending,"31K
","1,923,531
",https://www.youtube.com/shorts/HoaNuYgqEBQ
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 12 2024,Yes,미나의 품이 그리운 연하남 류필립 #tiktok #trending,,"3.3K
","198,435
",https://www.youtube.com/shorts/OwHm-jJlams
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 12 2024,Yes,they are 40 years younger than me!!,"#초등학생 #고등학생 #50대이모?😁
오늘 급결성된 세대를 아우르는 3인조 걸그룹 어때요?😁
오늘은 tv조선 #내일은국민가수 #개나리학당 의 #임지민 과 #미스트롯2 #국민가수 의 #이소원 과 같이 #answerthephone #전화받어챌린지 !!
해봤어요^^ 지민이는 크레용팝의 빠빠빠 부를때 너무 귀엽고 실력도 좋아서 기억에 겅하게 남았던 아이였는데 지금도 대단한끼와 춤실력👍 소원이도 가창력이 대단했던 아이인데 이제 벌써 고등학생이 되었네요!! 
많이 응원해주세요^^","22K
","2,165,550
",https://www.youtube.com/shorts/W_bRA5H8-LM
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 11 2024,Yes,we are total 100 years old sister,,"4.6K
","413,045
",https://www.youtube.com/shorts/HK8-LTPcWKQ
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 11 2024,Yes,마마님~ 전화받어 대령이오❤️ #trending #viral,,"15K
","952,241
",https://www.youtube.com/shorts/aAmnMDn-XxQ
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 10 2024,Yes,"Hi, I'm 53 years old korean","요즘 유행하는 포켓몬스터 릴스 찍어봤어요.
오늘은 유튜브 촬영하는중! 
조명이 이뻐서 잠시 댄스챌린지!","4K
","187,162
",https://www.youtube.com/shorts/uIodLZzrheA
Phillip & Mina couple,https://www.youtube.com/channel/UCpAn6mfZjlv92Wg0c93e2Ew,388K,16-05-2024,May 10 2024,Yes,I'm 53 years old and have energy to dance,"이번엔 #mbn #쇼킹나이트 우승팀 #군조크루 #koonzocrew
남편옷 훔쳐입고😁
신곡 #boomboomboom 을 같이 춰봤어요~
실력파 그룹이라  노래와 퍼포먼스 최고인데!!
제거 껴봤어요😁 
뒤에 동생 @koreanikita0528  뿌리기😛
#댄스 #Kpop #dance","764
","44,437
",https://www.youtube.com/shorts/vurpMLVeR78
솔바위농원,https://www.youtube.com/channel/UCZ4T91xGdsyqH0pUA_z5QTg,546K,16-05-2024,May 16 2024,Yes,홍산 마늘 마늘쫑 택배 한차 가득 #마늘쫑판매,,"19
","190
",https://www.youtube.com/shorts/mVSKLRrOu4U
솔바위농원,https://www.youtube.com/channel/UCZ4T91xGdsyqH0pUA_z5QTg,546K,16-05-2024,May 16 2024,Yes,마늘쫑 빨리 뽑기,"가랑동 한식 명인  ^^명인밥상^^ 정말 가성비 최고로 나오는 한정식 운영
#오이지담는법 #물없이오이지담는법 #오이지쉽게담는법","120
","9,955
",https://www.youtube.com/shorts/k4cRGop8Yto
솔바위농원,https://www.youtube.com/channel/UCZ4T91xGdsyqH0pUA_z5QTg,546K,16-05-2024,May 14 2024,Yes,토마토 삽목하는법 #토마토재배,#토마토모종 #토마토키우기 #토마토재배,"309
","23,462
",https://www.youtube.com/shorts/8Uq7rJQNk_M
솔바위농원,https://www.youtube.com/channel/UCZ4T91xGdsyqH0pUA_z5QTg,546K,16-05-2024,May 13 2024,Yes,씨앗파종 시원하게 물주기,,"67
","4,204
",https://www.youtube.com/shorts/nPhWb0iSzvg
솔바위농원,https://www.youtube.com/channel/UCZ4T91xGdsyqH0pUA_z5QTg,546K,16-05-2024,May 13 2024,Yes,농촌 아침 햇살 #단자미 모종,#바람센고추건조기 #다목적고추건조기 #가정용건조기 #건영건조기,"46
","1,862
",https://www.youtube.com/shorts/U1F4mtr2Ry4
솔바위농원,https://www.youtube.com/channel/UCZ4T91xGdsyqH0pUA_z5QTg,546K,16-05-2024,May 11 2024,Yes,하우스안 빗소리 #폭우빗소리,,"43
","1,530
",https://www.youtube.com/shorts/nl1f06kAqmU
솔바위농원,https://www.youtube.com/channel/UCZ4T91xGdsyqH0pUA_z5QTg,546K,16-05-2024,May 11 2024,Yes,#쪽파 종구 관리법 #쪽파종구수확시기,"쪽파 종구 수확시기는 ?
#쪽파종구  #쪽파수확시기  #쪽파심는시기","396
","34,486
",https://www.youtube.com/shorts/3X6iSlDZY7Q
솔바위농원,https://www.youtube.com/channel/UCZ4T91xGdsyqH0pUA_z5QTg,546K,16-05-2024,May 10 2024,Yes,단자미 자색고구마,,"120
","10,229
",https://www.youtube.com/shorts/Y8chYC2JRKs
안테나 Antenna,https://www.youtube.com/channel/UCwW6D9G9hegNPKYrQ0zivvQ,313K,16-05-2024,May 16 2024,Yes,어이! 어이! 어이! 어이! #shorts,,"37
","122
",https://www.youtube.com/shorts/xR8NsCWv_XY
안테나 Antenna,https://www.youtube.com/channel/UCwW6D9G9hegNPKYrQ0zivvQ,313K,16-05-2024,May 16 2024,Yes,영원한 것은 없다고 모두 말하지만 #shorts,,"19
","48
",https://www.youtube.com/shorts/oi16h-JnUN4
안테나 Antenna,https://www.youtube.com/channel/UCwW6D9G9hegNPKYrQ0zivvQ,313K,16-05-2024,May 15 2024,Yes,나는 알아 너라면 진짜 할 수 있어! #shorts,,"146
","1,613
",https://www.youtube.com/shorts/jX6d1Vvr_bY
안테나 Antenna,https://www.youtube.com/channel/UCwW6D9G9hegNPKYrQ0zivvQ,313K,16-05-2024,May 14 2024,Yes,불쑥 내 앞에 나타났음 좋겠어🎵 #shorts,,"152
","2,204
",https://www.youtube.com/shorts/zlIP5mqzKFU
안테나 Antenna,https://www.youtube.com/channel/UCwW6D9G9hegNPKYrQ0zivvQ,313K,16-05-2024,May 13 2024,Yes,거친 바람과 빗줄기도 막을 수 없는 것☔️ #shorts,,"181
","2,652
",https://www.youtube.com/shorts/wif9tzH73aQ
안테나 Antenna,https://www.youtube.com/channel/UCwW6D9G9hegNPKYrQ0zivvQ,313K,16-05-2024,May 13 2024,Yes,빗속의 공원여행🤣 #shorts,,"108
","1,383
",https://www.youtube.com/shorts/MFOPIftRInI
호털이,https://www.youtube.com/channel/UCk-FRyE1AzcMkajp1vSDU1g,25.9K,16-05-2024,May 16 2024,Yes,롤 이번 패치가 진짜 역대급인 이유 ㅋㅋㅋㅋㅋㅋ #롤 #shorts,#롤 #short,"1.7K
","22,910
",https://www.youtube.com/shorts/BUOvqKD9Vlw
호털이,https://www.youtube.com/channel/UCk-FRyE1AzcMkajp1vSDU1g,25.9K,16-05-2024,May 14 2024,Yes,"""이 영상만 보면 야스오 장인이 될 수 있습니다"" (브실골 한정) #야스오 #shorts",#롤 #short,"2.7K
","41,244
",https://www.youtube.com/shorts/bvOfrTEcxKA
호털이,https://www.youtube.com/channel/UCk-FRyE1AzcMkajp1vSDU1g,25.9K,16-05-2024,May 13 2024,Yes,롤 일러스트를 믿으면 안되는 이유 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ #롤 #shorts,#롤 #short,"558
","7,463
",https://www.youtube.com/shorts/BqOocLp9skA
호털이,https://www.youtube.com/channel/UCk-FRyE1AzcMkajp1vSDU1g,25.9K,16-05-2024,May 11 2024,Yes,롤이 안 풀릴때 벌어지는 일들 ㅋㅋㅋㅋㅋ #롤 #shorts,,"3.4K
","74,401
",https://www.youtube.com/shorts/EgDTMwJ6EbQ
호털이,https://www.youtube.com/channel/UCk-FRyE1AzcMkajp1vSDU1g,25.9K,16-05-2024,May 10 2024,Yes,롤에서 나만의 상점을 까면 ㅈ되는 이유 ㅋㅋㅋㅋㅋㅋㅋ #롤나만의상점 #shorts,#롤 #short,"4.3K
","92,171
",https://www.youtube.com/shorts/bCchJa2u8ms
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 16 2024,Yes,내가 발로 하는 게 낫겠다,,"19
","84
",https://www.youtube.com/shorts/QFKDZV-k76I
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 16 2024,Yes,진짜 여우짓,,"163
","6,763
",https://www.youtube.com/shorts/twRL7ZEif0A
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 15 2024,Yes,토사물로 공격하는 새,,"64
","9,165
",https://www.youtube.com/shorts/qTGpRlsUrIQ
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 15 2024,Yes,개구리마저 먹뱉하는 벌레의 정체,,"152
","15,381
",https://www.youtube.com/shorts/MPS-y3AzvmI
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 14 2024,Yes,존예 간호사 명찰을 보고 환자가 놀란 이유,,"141
","19,616
",https://www.youtube.com/shorts/aAqTUKA7O5g
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 14 2024,Yes,CG잡아내는 남자,,"681
","43,883
",https://www.youtube.com/shorts/2kWaGDC0UZE
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 13 2024,Yes,지리는 구글 복지ㄷㄷ,,"147
","10,932
",https://www.youtube.com/shorts/XSYG3wSP6Cs
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 13 2024,Yes,공부 못하는 애들 특,,"2.2K
","70,471
",https://www.youtube.com/shorts/BGHzRLWeTPo
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 12 2024,Yes,부모님과 살 때 VS 자취할 때,,"6.6K
","152,203
",https://www.youtube.com/shorts/Lbk7juyVtZs
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 12 2024,Yes,쥐어짜서 쓰는 천연 샴푸,,"210
","25,086
",https://www.youtube.com/shorts/Awr3SOXCT14
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 11 2024,Yes,호그와트 편지배달부엉이,,"168
","8,753
",https://www.youtube.com/shorts/hwFVUOzMvLY
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 11 2024,Yes,뇌를 속이는 실험,,"1.9K
","90,045
",https://www.youtube.com/shorts/gJfEHgTSvsc
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 10 2024,Yes,명장들의 라커룸 대화,,"279
","24,889
",https://www.youtube.com/shorts/9pSTayprfRM
숏싹숏싹,https://www.youtube.com/channel/UCIKPuhVfWDTaCj6gJqcP7aw,138K,16-05-2024,May 10 2024,Yes,끈적하고 투영한 액체를 품은 곰팡이,,"204
","21,129
",https://www.youtube.com/shorts/SpX8zMa2HDM
